data_year,criminal_act_id,offense_id
2024,6,225886584
2024,8,225886584
2024,14,227845226
2024,9,225886651
2024,9,233638688
2024,9,225886667
2024,9,225886702
2024,9,225886724
2024,9,225886725
2024,9,225886726
2024,6,227845233
2024,6,225886732
2024,6,225886733
2024,1,225886742
2024,8,225886743
2024,9,225886755
2024,5,225886790
2024,6,227845238
2024,9,233638691
2024,9,231460820
2024,6,225886859
2024,6,225886866
2024,6,225886880
2024,9,225886885
2024,9,225886904
2024,9,227845242
2024,1,225886948
2024,9,227845247
2024,9,225886974
2024,9,227845248
2024,9,238747227
2024,4,242854529
2024,6,225887037
2024,6,225887042
2024,6,225887043
2024,8,227845254
2024,9,233638695
2024,6,225887047
2024,9,225887051
2024,9,225887056
2024,9,225887061
2024,6,229564697
2024,9,227845257
2024,8,227845258
2024,8,227845259
2024,9,225887081
2024,9,225887087
2024,9,225887092
2024,9,225887099
2024,6,225887108
2024,6,225887109
2024,6,225887115
2024,6,225887118
2024,6,227845263
2024,8,227845263
2024,7,227845266
2024,1,225887123
